marital,age,job,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
0,33,management,2,0,76,1,0,3,7,may,256,3,-1,0,3,0
2,37,management,2,0,42,1,0,3,7,may,564,3,-1,0,3,0
0,46,blue-collar,1,0,76,1,0,3,7,may,245,2,-1,0,3,0
1,32,admin.,1,0,1293,1,0,3,7,may,161,2,-1,0,3,0
1,43,entrepreneur,0,0,526,1,0,3,7,may,79,4,-1,0,3,0
2,59,housemaid,3,0,873,1,0,3,7,may,152,3,-1,0,3,0
1,46,admin.,0,0,40,1,0,3,7,may,591,3,-1,0,3,0
1,47,blue-collar,0,0,117,1,0,3,7,may,113,2,-1,0,3,0
0,31,services,1,0,671,1,0,3,7,may,193,3,-1,0,3,0
1,30,blue-collar,0,0,145,1,0,3,7,may,299,2,-1,0,3,0
1,38,blue-collar,0,0,1807,0,0,3,7,may,348,3,-1,0,3,0
0,44,blue-collar,1,0,-212,1,1,3,7,may,103,4,-1,0,3,0
1,52,technician,3,0,133,1,0,3,7,may,253,8,-1,0,3,0
0,29,services,1,0,566,0,0,3,7,may,127,2,-1,0,3,0
1,43,admin.,2,0,1924,1,0,3,7,may,244,7,-1,0,3,0
1,47,technician,0,0,145,1,0,3,7,may,157,6,-1,0,3,0
1,43,blue-collar,0,0,487,1,0,3,7,may,548,2,-1,0,3,0
2,52,blue-collar,0,0,-57,1,0,3,7,may,114,3,-1,0,3,0
0,32,services,1,0,81,1,0,3,7,may,126,5,-1,0,3,0
0,40,admin.,1,0,-227,1,0,3,7,may,161,3,-1,0,3,0
2,57,technician,1,0,2710,1,1,3,7,may,333,1,-1,0,3,0
2,30,services,1,0,98,1,0,3,7,may,155,1,-1,0,3,0
1,48,blue-collar,1,0,1230,1,1,3,7,may,152,3,-1,0,3,0
1,46,blue-collar,1,0,78,1,1,3,7,may,145,1,-1,0,3,0
2,59,retired,0,0,137,1,1,3,7,may,66,3,-1,0,3,0
1,50,blue-collar,0,1,354,1,0,3,7,may,123,2,-1,0,3,0
2,50,blue-collar,0,0,149,1,0,3,7,may,74,1,-1,0,3,0
2,33,blue-collar,1,0,126,1,0,3,7,may,248,3,-1,0,3,0
0,39,technician,3,0,0,1,0,3,7,may,130,1,-1,0,3,0
2,57,retired,1,0,8266,1,0,3,7,may,71,1,-1,0,3,0
1,49,blue-collar,3,0,51,1,0,3,7,may,984,1,-1,0,3,0
1,41,blue-collar,0,0,258,1,0,3,7,may,252,1,-1,0,3,0
1,43,technician,0,0,117,1,0,3,7,may,84,2,-1,0,3,0
1,29,management,2,0,199,1,1,3,7,may,1689,4,-1,0,3,1
1,56,services,0,0,219,1,0,3,7,may,130,4,-1,0,3,0
1,46,technician,1,0,1571,1,0,3,7,may,489,2,-1,0,3,0
1,42,blue-collar,0,0,223,1,0,3,7,may,41,3,-1,0,3,0
1,36,blue-collar,0,0,-79,0,0,3,7,may,159,3,-1,0,3,0
1,29,services,0,0,321,1,0,3,7,may,196,2,-1,0,3,0
0,43,admin.,1,0,2527,1,0,3,7,may,276,4,-1,0,3,0
1,48,admin.,1,0,5,1,0,3,7,may,697,2,-1,0,3,0
0,38,blue-collar,0,0,20,1,0,3,7,may,81,2,-1,0,3,0
1,46,blue-collar,1,0,1045,1,1,3,7,may,149,1,-1,0,3,0
1,44,blue-collar,1,0,1,1,0,3,7,may,281,2,-1,0,3,0
1,28,management,2,0,3,1,0,3,7,may,122,5,-1,0,3,0
1,28,blue-collar,0,0,-55,1,0,3,7,may,361,2,-1,0,3,0
2,36,technician,1,0,141,1,0,3,7,may,319,3,-1,0,3,0
1,37,blue-collar,1,0,374,1,0,3,7,may,944,3,-1,0,3,0
1,56,management,0,0,93,1,0,3,7,may,282,2,-1,0,3,0
0,46,blue-collar,2,0,460,1,0,3,7,may,1102,2,-1,0,3,1
2,34,services,1,0,78,1,0,3,7,may,35,3,-1,0,3,0
1,32,entrepreneur,1,0,135,1,0,3,7,may,143,2,-1,0,3,0
1,33,technician,1,0,367,1,1,3,7,may,22,2,-1,0,3,0
0,36,services,1,0,248,1,0,3,7,may,90,2,-1,0,3,0
1,35,services,1,0,630,1,0,3,7,may,17,2,-1,0,3,0
0,44,admin.,1,0,-30,1,0,3,7,may,404,5,-1,0,3,0
1,37,technician,1,0,157,1,0,3,7,may,238,2,-1,0,3,0
2,48,admin.,1,0,268,1,0,3,7,may,71,4,-1,0,3,0
1,38,blue-collar,1,0,164,1,0,3,7,may,309,2,-1,0,3,0
1,44,technician,1,0,-97,1,0,3,7,may,408,3,-1,0,3,0
2,31,admin.,1,0,53,1,0,3,7,may,128,4,-1,0,3,0
2,35,management,2,0,788,1,0,3,7,may,297,3,-1,0,3,0
2,54,technician,1,0,1904,1,1,3,7,may,280,3,-1,0,3,0
0,28,admin.,1,0,260,1,0,3,7,may,374,2,-1,0,3,0
1,38,unemployed,0,0,447,1,0,3,7,may,365,4,-1,0,3,0
1,48,technician,1,0,720,1,0,3,8,may,177,3,-1,0,3,0
1,31,blue-collar,2,0,2827,1,0,3,8,may,238,3,-1,0,3,0
1,59,retired,3,0,0,0,0,3,8,may,425,6,-1,0,3,0
0,29,admin.,1,0,1117,1,0,3,8,may,77,2,-1,0,3,0
1,28,blue-collar,1,0,597,1,0,3,8,may,223,2,-1,0,3,0
1,50,blue-collar,0,0,362,1,0,3,8,may,201,2,-1,0,3,0
0,31,self-employed,2,0,120,1,0,3,8,may,239,2,-1,0,3,0
0,32,admin.,1,0,89,1,1,3,8,may,308,3,-1,0,3,0
1,30,services,1,0,442,1,0,3,8,may,137,2,-1,0,3,0
0,32,management,2,0,111,1,0,3,8,may,162,2,-1,0,3,0
0,29,technician,1,0,247,1,0,3,8,may,134,1,-1,0,3,0
2,30,admin.,1,0,1,1,0,3,8,may,175,5,-1,0,3,0
1,34,management,0,0,6,1,0,3,8,may,125,3,-1,0,3,0
0,34,blue-collar,1,1,-947,1,0,3,8,may,211,3,-1,0,3,0
1,41,blue-collar,0,0,191,1,0,3,8,may,67,1,-1,0,3,0
1,36,blue-collar,1,0,-147,1,0,3,8,may,156,1,-1,0,3,0
0,31,technician,2,0,703,1,0,3,8,may,943,2,-1,0,3,1
1,39,blue-collar,0,0,70,0,0,3,8,may,813,1,-1,0,3,1
1,36,technician,1,0,83,1,0,3,8,may,178,1,-1,0,3,0
1,39,blue-collar,1,0,125,1,0,3,8,may,142,1,-1,0,3,0
1,37,blue-collar,0,0,190,1,1,3,8,may,194,1,-1,0,3,0
1,52,blue-collar,1,0,46,1,0,3,8,may,132,1,-1,0,3,0
0,25,management,2,0,1348,1,0,3,8,may,109,1,-1,0,3,0
1,42,technician,1,0,420,1,0,3,8,may,94,1,-1,0,3,0
2,27,services,1,0,96,1,0,3,8,may,31,1,-1,0,3,0
1,42,blue-collar,0,0,271,1,0,3,8,may,84,4,-1,0,3,0
2,29,admin.,1,0,1320,1,1,3,8,may,489,1,-1,0,3,0
1,38,blue-collar,0,0,54,1,0,3,8,may,180,1,-1,0,3,0
1,42,entrepreneur,0,0,198,1,0,3,8,may,314,1,-1,0,3,0
1,35,self-employed,0,0,1094,1,0,3,8,may,207,1,-1,0,3,0
1,41,management,2,0,141,1,1,3,8,may,146,3,-1,0,3,0
1,57,retired,0,0,207,1,0,3,8,may,193,1,-1,0,3,0
1,36,blue-collar,1,0,-206,1,0,3,8,may,177,2,-1,0,3,0
2,56,management,2,0,177,1,0,3,8,may,1040,1,-1,0,3,0
2,33,blue-collar,0,0,176,1,0,3,8,may,622,1,-1,0,3,0
2,41,entrepreneur,2,0,-413,1,0,3,8,may,170,2,-1,0,3,0
1,33,blue-collar,0,0,-81,1,0,3,8,may,267,1,-1,0,3,0
2,35,management,2,0,3837,1,0,3,8,may,1084,1,-1,0,3,1
1,43,management,2,0,870,1,1,3,8,may,528,1,-1,0,3,0
0,36,admin.,1,0,206,1,0,3,8,may,183,1,-1,0,3,0
1,37,technician,1,0,316,1,0,3,8,may,238,1,-1,0,3,0
1,51,management,0,1,57,1,1,3,8,may,61,1,-1,0,3,0
2,28,housemaid,0,0,1,1,0,3,8,may,923,1,-1,0,3,0
1,43,blue-collar,1,1,-7,0,0,3,8,may,70,1,-1,0,3,0
0,32,blue-collar,0,0,611,1,0,3,8,may,541,3,-1,0,3,1
0,36,entrepreneur,1,0,157,1,0,3,8,may,41,1,-1,0,3,0
0,33,unemployed,1,0,233,1,0,3,8,may,221,4,-1,0,3,0
1,39,admin.,1,0,419,1,1,3,8,may,35,1,-1,0,3,0
1,28,blue-collar,1,0,134,1,0,3,8,may,262,1,-1,0,3,0
0,26,technician,1,0,2087,0,0,3,8,may,151,1,-1,0,3,0
1,40,technician,2,0,103,1,0,3,8,may,135,2,-1,0,3,0
1,44,housemaid,1,0,281,1,0,3,8,may,604,1,-1,0,3,0
1,34,management,2,0,133,1,0,3,8,may,65,1,-1,0,3,0
1,47,blue-collar,0,0,1865,1,0,3,8,may,380,3,-1,0,3,0
0,55,blue-collar,2,0,325,1,0,3,8,may,693,1,-1,0,3,0
2,48,blue-collar,0,0,-18,1,0,3,8,may,11,1,-1,0,3,0
0,36,blue-collar,0,0,49,1,0,3,8,may,405,1,-1,0,3,0
0,31,management,2,0,7444,1,1,3,8,may,20,1,-1,0,3,0
0,30,management,2,0,59,1,1,3,8,may,202,1,-1,0,3,0
1,46,blue-collar,0,0,45,1,0,3,8,may,235,1,-1,0,3,0
0,30,admin.,1,0,387,1,0,3,8,may,75,1,-1,0,3,0
0,32,blue-collar,1,0,5,1,1,3,8,may,134,1,-1,0,3,0
0,48,blue-collar,3,0,71,1,0,3,8,may,101,2,-1,0,3,0
0,48,admin.,1,0,96,1,0,3,8,may,255,1,-1,0,3,0
0,36,services,2,0,72,1,0,3,8,may,80,1,-1,0,3,0
0,41,admin.,1,0,1715,1,0,3,8,may,462,1,-1,0,3,0
0,49,admin.,0,0,181,1,0,3,8,may,161,3,-1,0,3,0
1,26,blue-collar,1,1,20,1,0,3,8,may,200,1,-1,0,3,0
1,38,management,1,0,65,1,0,3,8,may,56,1,-1,0,3,0
0,27,student,1,0,81,1,0,3,8,may,238,1,-1,0,3,0
1,51,retired,1,0,226,1,1,3,8,may,418,1,-1,0,3,0
2,33,admin.,1,0,1128,1,0,3,8,may,139,2,-1,0,3,0
1,53,unemployed,1,0,582,1,0,3,8,may,96,2,-1,0,3,0
1,36,technician,1,0,5611,1,0,3,8,may,39,1,-1,0,3,0
2,48,technician,1,0,177,1,0,3,8,may,471,1,-1,0,3,0
0,27,admin.,1,0,181,1,0,3,8,may,231,2,-1,0,3,0
1,42,technician,1,0,0,1,0,3,8,may,66,2,-1,0,3,0
1,61,blue-collar,0,0,734,1,0,3,8,may,204,1,-1,0,3,0
1,31,self-employed,2,0,322,1,0,3,8,may,159,1,-1,0,3,0
0,37,blue-collar,1,0,134,1,0,3,8,may,200,1,-1,0,3,0
1,34,entrepreneur,2,0,10350,1,0,3,8,may,187,3,-1,0,3,0
1,55,technician,3,0,84,1,0,3,8,may,166,1,-1,0,3,0
1,24,services,1,0,620,1,0,3,8,may,144,1,-1,0,3,0
1,41,technician,3,0,254,1,0,3,8,may,690,1,-1,0,3,0
0,34,blue-collar,0,0,0,1,0,3,8,may,323,1,-1,0,3,0
1,29,blue-collar,1,0,5903,1,0,3,8,may,194,1,-1,0,3,0
0,42,blue-collar,0,0,134,1,1,3,8,may,82,1,-1,0,3,0
1,45,services,1,0,1381,1,0,3,8,may,269,1,-1,0,3,0
1,49,management,1,0,104,1,0,3,8,may,285,1,-1,0,3,0
0,26,blue-collar,0,0,318,1,0,3,8,may,101,1,-1,0,3,0
0,35,technician,1,0,2151,1,0,3,8,may,294,1,-1,0,3,0
1,49,services,1,0,-8,1,0,3,8,may,1119,1,-1,0,3,1
1,44,blue-collar,0,0,185,1,0,3,8,may,249,1,-1,0,3,0
1,41,management,2,0,1773,0,0,3,8,may,106,1,-1,0,3,0
1,50,blue-collar,0,0,40,1,0,3,8,may,152,1,-1,0,3,0
1,58,retired,2,0,44,1,0,3,8,may,12,2,-1,0,3,0
1,43,blue-collar,1,0,0,1,0,3,8,may,187,1,-1,0,3,0
1,34,management,2,0,0,1,0,3,8,may,214,2,-1,0,3,0
2,57,admin.,1,0,3058,1,0,3,8,may,268,1,-1,0,3,0
2,43,services,1,0,130,1,0,3,8,may,193,1,-1,0,3,0
1,38,services,1,0,507,1,0,3,8,may,95,1,-1,0,3,0
1,35,self-employed,2,0,844,1,0,3,8,may,60,1,-1,0,3,0
1,49,admin.,0,0,458,1,0,3,8,may,381,1,-1,0,3,0
1,33,blue-collar,0,1,-744,1,0,3,8,may,206,1,-1,0,3,0
1,60,retired,0,0,-2,1,0,3,8,may,75,1,-1,0,3,0
0,33,technician,2,0,129,1,0,3,8,may,128,1,-1,0,3,0
2,33,services,1,0,411,1,0,3,8,may,216,1,-1,0,3,0
1,47,management,2,0,643,1,0,3,8,may,155,1,-1,0,3,0
0,37,technician,3,0,391,1,0,3,8,may,103,3,-1,0,3,0
1,34,blue-collar,1,0,80,1,1,3,8,may,494,1,-1,0,3,0
0,32,technician,1,0,10,1,0,3,8,may,107,1,-1,0,3,0
1,36,admin.,1,0,114,1,1,3,8,may,147,1,-1,0,3,0
0,40,blue-collar,1,0,1,1,0,3,8,may,190,1,-1,0,3,0
1,57,management,2,0,1341,1,0,3,8,may,339,2,-1,0,3,0
1,48,blue-collar,0,0,4,1,0,3,8,may,198,1,-1,0,3,0
1,26,blue-collar,1,0,2770,1,0,3,8,may,141,1,-1,0,3,0
0,30,management,2,0,5956,1,0,3,8,may,255,1,-1,0,3,0
1,41,admin.,1,0,55,1,0,3,8,may,1120,2,-1,0,3,1
1,30,self-employed,1,0,131,1,0,3,8,may,306,1,-1,0,3,0
1,35,management,2,0,1942,1,0,3,8,may,249,1,-1,0,3,0
1,36,entrepreneur,3,0,298,1,0,3,8,may,215,1,-1,0,3,0
1,52,technician,1,0,291,0,0,3,8,may,143,1,-1,0,3,0
1,45,blue-collar,0,0,85,1,0,3,8,may,162,1,-1,0,3,0
0,35,management,2,0,797,1,0,3,8,may,81,1,-1,0,3,0
0,46,blue-collar,1,0,152,1,0,3,8,may,33,4,-1,0,3,0
1,39,blue-collar,0,0,481,1,0,3,8,may,204,1,-1,0,3,0
1,38,management,2,0,66,1,0,3,8,may,124,1,-1,0,3,0
1,38,blue-collar,1,0,4586,1,0,3,8,may,784,1,-1,0,3,0
0,31,technician,2,0,1798,1,0,3,8,may,393,1,-1,0,3,0
0,39,management,2,0,220,1,0,3,8,may,87,2,-1,0,3,0
1,32,blue-collar,1,0,715,1,0,3,8,may,108,2,-1,0,3,0
1,32,services,1,0,442,1,0,3,8,may,207,1,-1,0,3,0
0,26,student,1,0,85,1,0,3,8,may,278,2,-1,0,3,0
1,35,technician,1,0,319,1,0,3,8,may,74,1,-1,0,3,0
0,26,blue-collar,1,0,-29,1,0,3,8,may,196,1,-1,0,3,0
0,33,admin.,1,0,303,0,0,3,8,may,149,1,-1,0,3,0
0,41,3,0,0,2398,1,0,3,8,may,287,2,-1,0,3,0
1,30,entrepreneur,1,0,31,0,0,3,8,may,229,1,-1,0,3,0
0,36,technician,1,0,1832,1,0,3,8,may,154,1,-1,0,3,0
1,46,services,1,0,2019,1,0,3,8,may,357,1,-1,0,3,0
1,30,blue-collar,0,0,3,1,0,3,8,may,147,1,-1,0,3,0
1,46,services,1,0,397,0,0,3,8,may,93,1,-1,0,3,0
1,38,technician,2,0,1161,1,0,3,8,may,665,1,-1,0,3,0
0,24,technician,2,0,777,1,0,3,8,may,131,1,-1,0,3,0
2,41,management,2,0,47,1,0,3,8,may,160,1,-1,0,3,0
1,28,technician,0,0,-58,1,0,3,8,may,74,1,-1,0,3,0
0,55,unemployed,2,0,1513,1,0,3,8,may,60,1,-1,0,3,0
1,40,management,2,0,121,0,0,3,8,may,82,1,-1,0,3,0
2,38,management,2,0,904,1,0,3,8,may,475,1,-1,0,3,0
1,40,technician,1,0,697,1,0,3,8,may,111,1,-1,0,3,0
1,54,services,1,0,841,1,0,3,8,may,284,4,-1,0,3,0
1,49,housemaid,1,0,7317,1,0,3,8,may,140,1,-1,0,3,0
1,44,blue-collar,1,0,-95,1,0,3,8,may,110,1,-1,0,3,0
0,32,management,2,0,751,1,0,3,8,may,64,1,-1,0,3,0
1,36,blue-collar,0,0,250,1,0,3,8,may,149,1,-1,0,3,0
0,35,technician,1,0,365,1,0,3,8,may,256,2,-1,0,3,0
0,31,management,2,0,1315,1,0,3,8,may,156,1,-1,0,3,0
1,34,technician,1,0,65,1,0,3,8,may,63,3,-1,0,3,0
1,36,management,2,0,1852,0,0,3,8,may,362,1,-1,0,3,0
0,44,admin.,1,0,-84,1,0,3,8,may,32,3,-1,0,3,0
0,44,blue-collar,1,0,36,1,0,3,8,may,712,1,-1,0,3,0
1,51,blue-collar,3,0,125,1,0,3,8,may,102,2,-1,0,3,0
1,36,blue-collar,1,0,0,0,0,3,8,may,338,2,-1,0,3,0
1,37,blue-collar,1,0,105,1,0,3,8,may,69,2,-1,0,3,0
1,31,services,1,0,432,1,0,3,8,may,446,1,-1,0,3,0
1,42,blue-collar,0,0,555,1,0,3,8,may,249,2,-1,0,3,0
1,55,entrepreneur,0,0,-24,1,0,3,8,may,176,1,-1,0,3,0
1,57,management,2,0,2261,1,0,3,8,may,1007,1,-1,0,3,0
1,33,services,1,0,804,1,1,3,8,may,266,1,-1,0,3,0
1,44,blue-collar,1,1,-617,1,0,3,8,may,172,1,-1,0,3,0
1,30,technician,1,0,-1,1,0,3,8,may,323,1,-1,0,3,0
1,37,services,1,0,237,1,0,3,8,may,175,1,-1,0,3,0
1,32,admin.,1,0,514,1,0,3,8,may,459,1,-1,0,3,0
1,33,blue-collar,1,0,1988,1,0,3,8,may,211,2,-1,0,3,0
0,31,technician,2,0,491,1,0,3,8,may,237,1,-1,0,3,0
1,46,technician,2,0,675,1,0,3,8,may,50,1,-1,0,3,0
0,34,blue-collar,1,0,177,1,0,3,8,may,500,1,-1,0,3,0
2,51,admin.,1,0,340,1,0,3,8,may,186,1,-1,0,3,0
1,49,technician,0,0,230,1,0,3,8,may,96,1,-1,0,3,0
0,52,management,2,1,0,0,0,3,8,may,98,1,-1,0,3,0
1,43,technician,2,0,2331,1,0,3,8,may,364,4,-1,0,3,0
2,35,blue-collar,1,0,0,1,0,3,8,may,477,1,-1,0,3,0
0,27,student,1,0,217,1,0,3,8,may,319,1,-1,0,3,0
1,43,blue-collar,0,0,186,1,0,3,8,may,178,1,-1,0,3,0
2,49,admin.,1,0,168,1,1,3,8,may,513,1,-1,0,3,1
2,50,services,1,0,145,1,0,3,8,may,170,1,-1,0,3,0
2,33,admin.,1,0,140,1,0,3,8,may,139,1,-1,0,3,0
1,49,services,1,0,-22,1,0,3,8,may,70,1,-1,0,3,0
1,50,technician,1,0,389,1,0,3,8,may,110,1,-1,0,3,0
1,42,admin.,1,0,323,1,1,3,8,may,280,2,-1,0,3,0
1,28,services,1,0,6,1,0,3,8,may,667,1,-1,0,3,0
1,41,technician,1,0,225,1,1,3,8,may,63,2,-1,0,3,0
1,34,services,1,0,142,1,0,3,8,may,159,4,-1,0,3,0
1,58,blue-collar,0,0,5,0,0,3,8,may,177,2,-1,0,3,0
1,46,blue-collar,0,0,174,1,1,3,8,may,108,3,-1,0,3,0
1,46,blue-collar,0,0,-768,1,0,3,8,may,194,3,-1,0,3,0
1,42,blue-collar,1,0,30,0,0,3,8,may,366,2,-1,0,3,0
1,40,blue-collar,0,0,968,1,1,3,8,may,213,1,-1,0,3,0
2,42,blue-collar,1,0,47,1,1,3,8,may,141,1,-1,0,3,0
1,33,entrepreneur,1,0,0,1,1,3,8,may,982,1,-1,0,3,0
1,27,services,0,0,91,1,0,3,8,may,168,2,-1,0,3,0
1,43,blue-collar,0,0,-77,1,0,3,8,may,468,1,-1,0,3,0
1,28,blue-collar,3,0,486,1,0,3,8,may,180,1,-1,0,3,0
0,34,blue-collar,1,0,341,1,0,3,8,may,195,1,-1,0,3,0
1,37,services,1,0,50,1,0,3,8,may,352,3,-1,0,3,0
1,41,services,1,0,205,1,0,3,8,may,91,1,-1,0,3,0
0,39,admin.,1,0,762,1,0,3,8,may,288,1,-1,0,3,0
0,37,technician,2,0,31,1,0,3,8,may,72,1,-1,0,3,0
1,41,unemployed,0,1,-581,1,0,3,8,may,218,2,-1,0,3,0
0,36,services,1,0,-45,1,0,3,8,may,289,1,-1,0,3,0
1,51,blue-collar,0,0,0,0,0,3,8,may,384,1,-1,0,3,0
1,28,self-employed,2,0,120,1,1,3,8,may,130,3,-1,0,3,0
1,31,blue-collar,1,0,335,1,0,3,8,may,226,1,-1,0,3,0
1,33,services,1,0,-232,1,0,3,8,may,208,1,-1,0,3,0
2,28,admin.,1,0,785,1,0,3,8,may,442,2,-1,0,3,1
1,31,services,1,0,28,1,0,3,8,may,101,1,-1,0,3,0
0,43,management,2,0,2067,1,0,3,8,may,756,1,-1,0,3,1
1,48,blue-collar,0,0,448,1,0,3,8,may,189,1,-1,0,3,0
0,26,student,2,0,37,1,0,3,8,may,108,1,-1,0,3,0
0,34,technician,2,0,301,1,0,3,8,may,205,1,-1,0,3,0
1,38,blue-collar,0,0,668,0,0,3,8,may,238,1,-1,0,3,0
2,51,admin.,1,0,115,1,1,3,8,may,136,1,-1,0,3,0
0,49,admin.,1,0,275,0,0,3,8,may,14,1,-1,0,3,0
1,60,retired,0,0,414,0,0,3,8,may,395,1,-1,0,3,0
0,32,management,2,0,3,1,0,3,8,may,161,1,-1,0,3,0
2,36,admin.,1,0,496,0,0,3,8,may,269,3,-1,0,3,0
0,28,management,2,0,150,1,0,3,8,may,491,1,-1,0,3,0
0,34,management,2,0,163,0,0,3,8,may,44,1,-1,0,3,0
0,40,admin.,1,0,1322,1,0,3,8,may,26,1,-1,0,3,0
1,33,housemaid,0,0,1713,1,0,3,8,may,22,1,-1,0,3,0
1,37,admin.,0,0,242,1,0,3,8,may,161,8,-1,0,3,0
1,40,management,2,0,-29,0,0,3,8,may,406,2,-1,0,3,0
2,59,retired,2,0,381,1,0,3,8,may,422,4,-1,0,3,0
0,39,blue-collar,1,0,82,1,0,3,8,may,147,5,-1,0,3,0
0,28,management,2,0,21,1,0,3,8,may,219,3,-1,0,3,0
1,30,services,1,0,1801,1,0,3,8,may,807,2,-1,0,3,0
1,40,blue-collar,0,0,640,1,1,3,8,may,347,2,-1,0,3,0
1,28,blue-collar,0,0,113,1,0,3,8,may,534,2,-1,0,3,0
1,39,blue-collar,1,0,1042,1,0,3,8,may,58,2,-1,0,3,0
2,44,services,1,0,240,1,0,3,8,may,155,2,-1,0,3,0
0,39,services,1,0,-244,1,0,3,8,may,152,2,-1,0,3,0
1,30,blue-collar,0,0,70,1,1,3,8,may,461,3,-1,0,3,0
1,35,blue-collar,1,0,-339,1,0,3,8,may,389,2,-1,0,3,0
1,31,management,2,0,59,1,0,3,8,may,314,3,-1,0,3,0
1,47,management,0,0,1222,1,0,3,8,may,28,3,-1,0,3,0
0,26,student,3,0,-41,1,0,3,8,may,229,2,-1,0,3,0
0,25,blue-collar,1,0,0,1,0,3,8,may,30,2,-1,0,3,0
1,42,management,2,0,6,1,0,3,8,may,103,4,-1,0,3,0
1,30,blue-collar,0,0,4,1,0,3,8,may,32,2,-1,0,3,0
1,28,services,1,0,20,1,1,3,8,may,252,2,-1,0,3,0
2,46,admin.,2,0,846,1,0,3,8,may,369,2,-1,0,3,0
2,43,blue-collar,1,0,338,1,0,3,8,may,116,1,-1,0,3,0
1,38,technician,3,0,90,1,1,3,8,may,20,2,-1,0,3,0
1,31,blue-collar,0,0,406,1,0,3,8,may,31,1,-1,0,3,0
0,29,services,1,0,2,0,0,3,8,may,190,1,-1,0,3,0
1,34,services,1,0,2211,0,0,3,8,may,149,1,-1,0,3,0
1,40,blue-collar,0,0,87,1,0,3,8,may,210,1,-1,0,3,0
0,30,technician,2,0,178,1,0,3,8,may,234,1,-1,0,3,0
1,44,technician,3,0,185,1,1,3,8,may,63,1,-1,0,3,0
1,38,blue-collar,1,0,-210,1,0,3,8,may,21,1,-1,0,3,0
2,43,management,2,0,388,1,0,3,8,may,2087,2,-1,0,3,1
1,32,blue-collar,1,0,1,1,0,3,8,may,102,1,-1,0,3,0
1,33,management,1,1,879,1,0,3,8,may,245,1,-1,0,3,0
1,32,blue-collar,1,0,214,1,0,3,8,may,190,1,-1,0,3,0
1,40,technician,3,0,698,1,0,3,8,may,223,2,-1,0,3,0
1,34,management,2,0,1601,1,0,3,8,may,650,2,-1,0,3,0
1,30,blue-collar,1,0,717,1,0,3,8,may,42,1,-1,0,3,0
2,53,blue-collar,0,0,255,1,0,3,8,may,206,2,-1,0,3,0
0,39,management,2,0,375,1,0,3,8,may,66,2,-1,0,3,0
1,46,blue-collar,0,0,587,1,0,3,8,may,173,2,-1,0,3,0
1,32,management,2,0,644,1,1,3,8,may,477,2,-1,0,3,0
1,60,technician,3,0,0,1,0,3,8,may,77,1,-1,0,3,0
0,40,management,2,0,-275,1,0,3,8,may,219,2,-1,0,3,0
1,47,blue-collar,1,0,116,1,0,3,8,may,376,2,-1,0,3,0
1,25,entrepreneur,2,0,37,1,1,3,8,may,453,2,-1,0,3,0
1,44,blue-collar,0,0,753,1,0,3,8,may,151,2,-1,0,3,0
0,38,blue-collar,0,0,162,1,0,3,8,may,200,2,-1,0,3,0
2,45,admin.,1,0,984,1,0,3,8,may,298,5,-1,0,3,0
1,34,blue-collar,1,0,199,1,0,3,8,may,627,3,-1,0,3,0
2,36,services,1,0,241,1,0,3,8,may,133,1,-1,0,3,0
0,30,blue-collar,1,0,648,1,1,3,8,may,287,1,-1,0,3,0
0,35,blue-collar,1,0,907,1,1,3,8,may,242,1,-1,0,3,0
2,39,unemployed,1,0,6322,0,0,3,8,may,184,1,-1,0,3,0
1,46,blue-collar,1,0,125,1,1,3,8,may,119,2,-1,0,3,0
1,36,self-employed,0,0,90,1,0,3,8,may,403,2,-1,0,3,0
0,22,technician,1,0,54,1,1,3,8,may,626,6,-1,0,3,0
0,26,blue-collar,1,0,-132,0,0,3,8,may,12,1,-1,0,3,0
2,48,admin.,1,0,267,0,0,3,8,may,266,1,-1,0,3,0
1,32,blue-collar,0,0,289,1,0,3,8,may,23,4,-1,0,3,0
2,58,self-employed,1,0,613,1,0,3,8,may,154,2,-1,0,3,0
1,57,entrepreneur,3,0,618,1,0,3,8,may,10,7,-1,0,3,0
1,53,management,2,0,1786,1,0,3,8,may,66,2,-1,0,3,0
2,29,management,2,0,607,1,1,3,8,may,240,3,-1,0,3,0
1,34,services,1,0,586,1,1,3,8,may,224,2,-1,0,3,0
0,32,services,1,0,459,1,0,3,8,may,202,2,-1,0,3,0
1,55,entrepreneur,0,0,298,1,0,3,8,may,144,3,-1,0,3,0
2,50,blue-collar,0,0,134,0,0,3,8,may,263,2,-1,0,3,0
1,43,blue-collar,0,0,34,1,0,3,8,may,543,3,-1,0,3,0
0,44,services,1,0,1378,1,0,3,8,may,257,2,-1,0,3,0
1,27,blue-collar,2,0,417,1,1,3,8,may,237,2,-1,0,3,0
1,35,blue-collar,1,0,25,1,0,3,8,may,23,5,-1,0,3,0
1,45,services,1,0,22,1,0,3,8,may,209,3,-1,0,3,0
0,35,blue-collar,0,0,398,1,0,3,8,may,34,1,-1,0,3,0
0,49,blue-collar,0,0,1164,1,0,3,8,may,72,1,-1,0,3,0
1,34,management,1,0,487,1,0,3,8,may,442,2,-1,0,3,0
1,46,admin.,1,0,1069,1,0,3,8,may,45,2,-1,0,3,0
1,43,blue-collar,0,0,-192,1,0,3,8,may,1120,2,-1,0,3,1
1,42,retired,0,0,0,1,0,3,8,may,186,2,-1,0,3,0
